GROUP	f1	f2	biotype_best_rank	GO.ID	term	Term	parentTerm	size	Significant	Annotated	n_miRNAs	classicFisher	classicKS	p.adj.fdr	Top
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0016192	vesicle-mediated transport	vesicle-mediated transport	vesicle-mediated transport	139.0	8	8	17	0.04004202560558284	0.04004202560558284	0.8815524193548387	1
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0001501	skeletal system development	skeletal system development	nervous system development	0.0	4	4	8	0.21365459192667025	0.21365459192667025	0.8815524193548387	2
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0006468	protein phosphorylation	protein phosphorylation	regulation of transcription by RNA polymerase II	541.0	4	4	10	0.21365459192667025	0.21365459192667025	0.8815524193548387	3
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0032956	regulation of actin cytoskeleton organization	regulation of actin cytoskeleton organization	cell projection organization	18.0	4	4	4	0.21365459192667025	0.21365459192667025	0.8815524193548387	4
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0051276	chromosome organization	chromosome organization	microtubule cytoskeleton organization	11.0	4	4	25	0.21365459192667025	0.21365459192667025	0.8815524193548387	5
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0010468	regulation of gene expression	regulation of gene expression	regulation of gene expression	103.0	14	18	30	0.25349012880262506	0.25349012880262506	0.8815524193548387	6
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0030154	cell differentiation	cell differentiation	cell differentiation	305.0	13	17	15	0.3155673598295587	0.3155673598295587	0.8815524193548387	7
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007005	mitochondrion organization	mitochondrion organization	microtubule cytoskeleton organization	38.0	3	3	3	0.31787634408602156	0.31787634408602156	0.8815524193548387	8
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0032940	secretion by cell	secretion by cell	G1/S transition of mitotic cell cycle	0.0	3	3	10	0.31787634408602156	0.31787634408602156	0.8815524193548387	9
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0001822	kidney development	kidney development	angiogenesis	0.0	3	3	3	0.31787634408602156	0.31787634408602156	0.8815524193548387	10
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1901653	cellular response to peptide	cellular response to peptide	response to salt	0.0	3	3	17	0.31787634408602156	0.31787634408602156	0.8815524193548387	11
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0001701	in utero embryonic development	in utero embryonic development	nervous system development	0.0	3	3	6	0.31787634408602156	0.31787634408602156	0.8815524193548387	12
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0045893	positive regulation of DNA-templated transcription	positive regulation of DNA-templated transcription	regulation of transcription by RNA polymerase II	50.0	5	6	20	0.38385401261401764	0.38385401261401764	0.8815524193548387	13
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0045056	transcytosis	transcytosis	vesicle-mediated transport	1.0	2	2	3	0.46924603174603163	0.46924603174603163	0.8815524193548387	14
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0008015	blood circulation	blood circulation	sensory perception of sound	0.0	2	2	6	0.46924603174603163	0.46924603174603163	0.8815524193548387	15
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	positive regulation of extrinsic apoptotic signaling pathway	positive regulation of apoptotic process	0.0	2	2	3	0.46924603174603163	0.46924603174603163	0.8815524193548387	16
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0001510	RNA methylation	RNA methylation	protein ubiquitination	21.0	2	2	2	0.46924603174603163	0.46924603174603163	0.8815524193548387	17
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0032259	methylation	methylation	protein ubiquitination	101.0	2	2	2	0.46924603174603163	0.46924603174603163	0.8815524193548387	18
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0010001	glial cell differentiation	glial cell differentiation	cell differentiation	0.0	2	2	2	0.46924603174603163	0.46924603174603163	0.8815524193548387	19
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0009100	glycoprotein metabolic process	glycoprotein metabolic process	proteasome-mediated ubiquitin-dependent protein catabolic process	4.0	2	2	2	0.46924603174603163	0.46924603174603163	0.8815524193548387	20
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007605	sensory perception of sound	sensory perception of sound	sensory perception of sound	3.0	2	2	2	0.46924603174603163	0.46924603174603163	0.8815524193548387	21
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0006909	phagocytosis	phagocytosis	vesicle-mediated transport	10.0	2	2	8	0.46924603174603163	0.46924603174603163	0.8815524193548387	22
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0008283	cell population proliferation	cell population proliferation	chemical synaptic transmission	1.0	2	2	5	0.46924603174603163	0.46924603174603163	0.8815524193548387	23
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0019882	antigen processing and presentation	antigen processing and presentation	chemical synaptic transmission	0.0	2	2	7	0.46924603174603163	0.46924603174603163	0.8815524193548387	24
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0001505	regulation of neurotransmitter levels	regulation of neurotransmitter levels	regulation of cell shape	2.0	2	2	5	0.46924603174603163	0.46924603174603163	0.8815524193548387	25
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0006099	tricarboxylic acid cycle	tricarboxylic acid cycle	tricarboxylic acid cycle	43.0	2	2	4	0.46924603174603163	0.46924603174603163	0.8815524193548387	26
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0006898	receptor-mediated endocytosis	receptor-mediated endocytosis	vesicle-mediated transport	22.0	2	2	8	0.46924603174603163	0.46924603174603163	0.8815524193548387	27
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0009060	aerobic respiration	aerobic respiration	tricarboxylic acid cycle	4.0	2	2	4	0.46924603174603163	0.46924603174603163	0.8815524193548387	28
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0035909	aorta morphogenesis	aorta morphogenesis	nervous system development	0.0	2	2	2	0.46924603174603163	0.46924603174603163	0.8815524193548387	29
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0048729	tissue morphogenesis	tissue morphogenesis	tissue morphogenesis	2.0	4	5	11	0.4985273811622305	0.4985273811622305	0.8815524193548387	30
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0010629	negative regulation of gene expression	negative regulation of gene expression	negative regulation of gene expression	66.0	4	5	22	0.4985273811622305	0.4985273811622305	0.8815524193548387	31
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0060548	negative regulation of cell death	negative regulation of cell death	negative regulation of apoptotic process	2.0	5	7	7	0.6211092578861819	0.6211092578861819	0.8815524193548387	32
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007165	signal transduction	signal transduction	signal transduction	543.0	9	13	17	0.6237643845518918	0.6237643845518918	0.8815524193548387	33
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	250.0	3	4	17	0.6305416005640754	0.6305416005640754	0.8815524193548387	34
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0051222	positive regulation of protein transport	positive regulation of protein transport	carbohydrate transport	1.0	3	4	7	0.6305416005640754	0.6305416005640754	0.8815524193548387	35
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0006979	response to oxidative stress	response to oxidative stress	response to oxidative stress	75.0	3	4	3	0.6305416005640754	0.6305416005640754	0.8815524193548387	36
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007155	cell adhesion	cell adhesion	chemical synaptic transmission	59.0	3	4	4	0.6305416005640754	0.6305416005640754	0.8815524193548387	37
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0030030	cell projection organization	cell projection organization	cell projection organization	31.0	3	4	7	0.6305416005640754	0.6305416005640754	0.8815524193548387	38
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0006364	rRNA processing	rRNA processing	rRNA processing	90.0	3	4	7	0.6305416005640754	0.6305416005640754	0.8815524193548387	39
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0035108	limb morphogenesis	limb morphogenesis	nervous system development	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	40
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007283	spermatogenesis	spermatogenesis	spermatogenesis	71.0	1	1	3	0.6875	0.6875	0.8815524193548387	41
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0031623	receptor internalization	receptor internalization	vesicle-mediated transport	1.0	1	1	1	0.6875	0.6875	0.8815524193548387	42
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0014912	negative regulation of smooth muscle cell migration	negative regulation of smooth muscle cell migration	negative regulation of smooth muscle cell migration	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	43
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0016267	O-glycan processing, core 1	O-glycan processing, core 1	O-glycan processing, core 1	10.0	1	1	1	0.6875	0.6875	0.8815524193548387	44
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0106077	histone succinylation	histone succinylation	cell differentiation	0.0	1	1	3	0.6875	0.6875	0.8815524193548387	45
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0051977	lysophospholipid transport	lysophospholipid transport	carbohydrate transport	0.0	1	1	2	0.6875	0.6875	0.8815524193548387	46
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0030595	leukocyte chemotaxis	leukocyte chemotaxis	leukocyte chemotaxis	0.0	1	1	5	0.6875	0.6875	0.8815524193548387	47
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0071774	response to fibroblast growth factor	response to fibroblast growth factor	response to salt	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	48
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0060856	establishment of blood-brain barrier	establishment of blood-brain barrier	cell differentiation	0.0	1	1	2	0.6875	0.6875	0.8815524193548387	49
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0002265	astrocyte activation involved in immune response	astrocyte activation involved in immune response	cell differentiation	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	50
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0045332	phospholipid translocation	phospholipid translocation	transmembrane transport	8.0	1	1	1	0.6875	0.6875	0.8815524193548387	51
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0046326	positive regulation of glucose import	positive regulation of glucose import	carbohydrate transport	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	52
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1903078	positive regulation of protein localization to plasma membrane	positive regulation of protein localization to plasma membrane	positive regulation of protein localization to plasma membrane	4.0	1	1	1	0.6875	0.6875	0.8815524193548387	53
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1990379	lipid transport across blood-brain barrier	lipid transport across blood-brain barrier	vesicle-mediated transport	0.0	1	1	2	0.6875	0.6875	0.8815524193548387	54
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	positive regulation of I-kappaB kinase/NF-kappaB signaling	fibroblast growth factor receptor signaling pathway	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	55
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0051402	neuron apoptotic process	neuron apoptotic process	negative regulation of apoptotic process	3.0	1	1	6	0.6875	0.6875	0.8815524193548387	56
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0001678	cellular glucose homeostasis	cellular glucose homeostasis	regulation of cell shape	6.0	1	1	2	0.6875	0.6875	0.8815524193548387	57
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1902018	negative regulation of cilium assembly	negative regulation of cilium assembly	cell projection organization	0.0	1	1	3	0.6875	0.6875	0.8815524193548387	58
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0060546	negative regulation of necroptotic process	negative regulation of necroptotic process	positive regulation of apoptotic process	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	59
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0003279	cardiac septum development	cardiac septum development	nervous system development	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	60
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0030198	extracellular matrix organization	extracellular matrix organization	microtubule cytoskeleton organization	46.0	1	1	1	0.6875	0.6875	0.8815524193548387	61
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0001525	angiogenesis	angiogenesis	nervous system development	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	62
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1901224	positive regulation of NIK/NF-kappaB signaling	positive regulation of NIK/NF-kappaB signaling	fibroblast growth factor receptor signaling pathway	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	63
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0014898	cardiac muscle hypertrophy in response to stress	cardiac muscle hypertrophy in response to stress	sensory perception of sound	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	64
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0050852	T cell receptor signaling pathway	T cell receptor signaling pathway	fibroblast growth factor receptor signaling pathway	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	65
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0042908	xenobiotic transport	xenobiotic transport	transmembrane transport	8.0	1	1	1	0.6875	0.6875	0.8815524193548387	66
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0010812	negative regulation of cell-substrate adhesion	negative regulation of cell-substrate adhesion	negative regulation of cell-substrate adhesion	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	67
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0051092	positive regulation of NF-kappaB transcription factor activity	positive regulation of NF-kappaB transcription factor activity	negative regulation of gene expression	1.0	1	1	1	0.6875	0.6875	0.8815524193548387	68
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	positive regulation of tyrosine phosphorylation of STAT protein	negative regulation of gene expression	0.0	1	1	2	0.6875	0.6875	0.8815524193548387	69
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0060576	intestinal epithelial cell development	intestinal epithelial cell development	angiogenesis	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	70
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1902074	response to salt	response to salt	response to salt	17.0	1	1	2	0.6875	0.6875	0.8815524193548387	71
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0034775	glutathione transmembrane transport	glutathione transmembrane transport	transmembrane transport	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	72
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007033	vacuole organization	vacuole organization	microtubule cytoskeleton organization	4.0	1	1	1	0.6875	0.6875	0.8815524193548387	73
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0045807	positive regulation of endocytosis	positive regulation of endocytosis	vesicle-mediated transport	6.0	1	1	1	0.6875	0.6875	0.8815524193548387	74
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0097039	protein linear polyubiquitination	protein linear polyubiquitination	proteasome-mediated ubiquitin-dependent protein catabolic process	1.0	1	1	1	0.6875	0.6875	0.8815524193548387	75
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1905167	positive regulation of lysosomal protein catabolic process	positive regulation of lysosomal protein catabolic process	protein phosphorylation	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	76
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007167	enzyme-linked receptor protein signaling pathway	enzyme-linked receptor protein signaling pathway	signal transduction	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	77
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0060976	coronary vasculature development	coronary vasculature development	nervous system development	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	78
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0090382	phagosome maturation	phagosome maturation	microtubule cytoskeleton organization	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	79
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0015721	bile acid and bile salt transport	bile acid and bile salt transport	sodium ion transport	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	80
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0001958	endochondral ossification	endochondral ossification	nervous system development	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	81
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0048668	collateral sprouting	collateral sprouting	positive regulation of axon extension involved in regeneration	4.0	1	1	1	0.6875	0.6875	0.8815524193548387	82
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1904211	membrane protein proteolysis involved in retrograde protein transport, ER to cytosol	membrane protein proteolysis involved in retrograde protein transport, ER to cytosol	intracellular protein transport	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	83
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0009101	glycoprotein biosynthetic process	glycoprotein biosynthetic process	proteasome-mediated ubiquitin-dependent protein catabolic process	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	84
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0032868	response to insulin	response to insulin	response to insulin	0.0	1	1	16	0.6875	0.6875	0.8815524193548387	85
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0009303	rRNA transcription	rRNA transcription	regulation of transcription by RNA polymerase II	1.0	1	1	4	0.6875	0.6875	0.8815524193548387	86
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007089	traversing start control point of mitotic cell cycle	traversing start control point of mitotic cell cycle	positive regulation of MAPK cascade	0.0	1	1	3	0.6875	0.6875	0.8815524193548387	87
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0016485	protein processing	protein processing	proteasome-mediated ubiquitin-dependent protein catabolic process	45.0	1	1	1	0.6875	0.6875	0.8815524193548387	88
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1900223	positive regulation of amyloid-beta clearance	positive regulation of amyloid-beta clearance	sensory perception of sound	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	89
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0010977	negative regulation of neuron projection development	negative regulation of neuron projection development	positive regulation of axon extension involved in regeneration	1.0	1	1	1	0.6875	0.6875	0.8815524193548387	90
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0044242	cellular lipid catabolic process	cellular lipid catabolic process	protein phosphorylation	0.0	1	1	2	0.6875	0.6875	0.8815524193548387	91
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0043410	positive regulation of MAPK cascade	positive regulation of MAPK cascade	positive regulation of MAPK cascade	12.0	1	1	3	0.6875	0.6875	0.8815524193548387	92
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0003417	growth plate cartilage development	growth plate cartilage development	nervous system development	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	93
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0043277	apoptotic cell clearance	apoptotic cell clearance	vesicle-mediated transport	9.0	1	1	1	0.6875	0.6875	0.8815524193548387	94
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0033619	membrane protein proteolysis	membrane protein proteolysis	protein phosphorylation	4.0	1	1	1	0.6875	0.6875	0.8815524193548387	95
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0072112	podocyte differentiation	podocyte differentiation	cell differentiation	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	96
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0032429	regulation of phospholipase A2 activity	regulation of phospholipase A2 activity	regulation of GTPase activity	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	97
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0048745	smooth muscle tissue development	smooth muscle tissue development	nervous system development	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	98
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0018107	peptidyl-threonine phosphorylation	peptidyl-threonine phosphorylation	regulation of transcription by RNA polymerase II	30.0	1	1	3	0.6875	0.6875	0.8815524193548387	99
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:2000587	negative regulation of platelet-derived growth factor receptor-beta signaling pathway	negative regulation of platelet-derived growth factor receptor-beta signaling pathway	signal transduction	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	100
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1904646	cellular response to amyloid-beta	cellular response to amyloid-beta	response to salt	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	101
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0030282	bone mineralization	bone mineralization	hematopoietic progenitor cell differentiation	0.0	1	1	5	0.6875	0.6875	0.8815524193548387	102
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0002062	chondrocyte differentiation	chondrocyte differentiation	cell differentiation	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	103
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0042256	mature ribosome assembly	mature ribosome assembly	rRNA processing	5.0	1	1	5	0.6875	0.6875	0.8815524193548387	104
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	protein kinase C-activating G protein-coupled receptor signaling pathway	signal transduction	5.0	1	1	1	0.6875	0.6875	0.8815524193548387	105
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0008203	cholesterol metabolic process	cholesterol metabolic process	mRNA splicing, via spliceosome	10.0	1	1	1	0.6875	0.6875	0.8815524193548387	106
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0000165	MAPK cascade	MAPK cascade	signal transduction	46.0	1	1	2	0.6875	0.6875	0.8815524193548387	107
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1903232	melanosome assembly	melanosome assembly	microtubule cytoskeleton organization	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	108
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0035646	endosome to melanosome transport	endosome to melanosome transport	intracellular protein transport	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	109
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1902749	regulation of cell cycle G2/M phase transition	regulation of cell cycle G2/M phase transition	positive regulation of MAPK cascade	1.0	1	1	5	0.6875	0.6875	0.8815524193548387	110
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0030903	notochord development	notochord development	nervous system development	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	111
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0006121	mitochondrial electron transport, succinate to ubiquinone	mitochondrial electron transport, succinate to ubiquinone	tricarboxylic acid cycle	7.0	1	1	1	0.6875	0.6875	0.8815524193548387	112
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0048539	bone marrow development	bone marrow development	hematopoietic progenitor cell differentiation	0.0	1	1	5	0.6875	0.6875	0.8815524193548387	113
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0032438	melanosome organization	melanosome organization	microtubule cytoskeleton organization	1.0	1	1	1	0.6875	0.6875	0.8815524193548387	114
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0099039	sphingolipid translocation	sphingolipid translocation	transmembrane transport	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	115
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:1904750	negative regulation of protein localization to nucleolus	negative regulation of protein localization to nucleolus	positive regulation of protein localization to plasma membrane	0.0	1	1	4	0.6875	0.6875	0.8815524193548387	116
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:2000757	negative regulation of peptidyl-lysine acetylation	negative regulation of peptidyl-lysine acetylation	protein phosphorylation	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	117
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0032092	positive regulation of protein binding	positive regulation of protein binding	regulation of GTPase activity	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	118
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0043524	negative regulation of neuron apoptotic process	negative regulation of neuron apoptotic process	negative regulation of apoptotic process	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	119
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0097242	amyloid-beta clearance	amyloid-beta clearance	sensory perception of sound	0.0	1	1	1	0.6875	0.6875	0.8815524193548387	120
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007052	mitotic spindle organization	mitotic spindle organization	mitotic spindle organization	22.0	1	1	5	0.6875	0.6875	0.8815524193548387	121
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0001833	inner cell mass cell proliferation	inner cell mass cell proliferation	hematopoietic progenitor cell differentiation	0.0	1	1	5	0.6875	0.6875	0.8815524193548387	122
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0030199	collagen fibril organization	collagen fibril organization	microtubule cytoskeleton organization	3.0	1	1	1	0.6875	0.6875	0.8815524193548387	123
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0006465	signal peptide processing	signal peptide processing	protein phosphorylation	13.0	1	1	1	0.6875	0.6875	0.8815524193548387	124
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0008152	metabolic process	metabolic process	protein ubiquitination	82.0	29	43	32	0.7259728584030889	0.7259728584030889	0.9160125352500171	125
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0007399	nervous system development	nervous system development	nervous system development	112.0	9	14	12	0.7714126083482189	0.7714126083482189	0.9160125352500171	126
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0043087	regulation of GTPase activity	regulation of GTPase activity	regulation of GTPase activity	19.0	2	3	8	0.7719854070660521	0.7719854070660521	0.9160125352500171	127
CONTRAST_C:+logFC	24 hpf	pH 8.0	Intergenic	GO:0000226	microtubule cytoskeleton organization	microtubule cytoskeleton organization	cell differentiation	48.0	2	3	6	0.7719854070660521	0.7719854070660521	0.9160125352500171	128
