GROUP	f1	f2	biotype_best_rank	GO.ID	term	Term	parentTerm	size	Significant	Annotated	n_miRNAs	classicFisher	classicKS	p.adj.fdr	Top
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:2000587	negative regulation of platelet-derived growth factor receptor-beta signaling pathway	negative regulation of platelet-derived growth factor receptor-beta signaling pathway	signal transduction	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	75
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1904646	cellular response to amyloid-beta	cellular response to amyloid-beta	response to salt	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	76
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	protein kinase C-activating G protein-coupled receptor signaling pathway	signal transduction	5.0	1	1	1	0.65625	0.65625	0.9554247339157194	77
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0008203	cholesterol metabolic process	cholesterol metabolic process	mRNA splicing, via spliceosome	10.0	1	1	1	0.65625	0.65625	0.9554247339157194	78
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1903232	melanosome assembly	melanosome assembly	microtubule cytoskeleton organization	0.0	1	1	2	0.65625	0.65625	0.9554247339157194	79
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:2000177	regulation of neural precursor cell proliferation	regulation of neural precursor cell proliferation	G1/S transition of mitotic cell cycle	0.0	1	1	3	0.65625	0.65625	0.9554247339157194	80
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0035646	endosome to melanosome transport	endosome to melanosome transport	intracellular protein transport	0.0	1	1	2	0.65625	0.65625	0.9554247339157194	81
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1902749	regulation of cell cycle G2/M phase transition	regulation of cell cycle G2/M phase transition	positive regulation of MAPK cascade	1.0	1	1	2	0.65625	0.65625	0.9554247339157194	82
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007306	eggshell chorion assembly	eggshell chorion assembly	mitotic spindle organization	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	83
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006121	mitochondrial electron transport, succinate to ubiquinone	mitochondrial electron transport, succinate to ubiquinone	tricarboxylic acid cycle	7.0	1	1	1	0.65625	0.65625	0.9554247339157194	84
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032438	melanosome organization	melanosome organization	microtubule cytoskeleton organization	1.0	1	1	2	0.65625	0.65625	0.9554247339157194	85
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0099039	sphingolipid translocation	sphingolipid translocation	transmembrane transport	0.0	1	1	2	0.65625	0.65625	0.9554247339157194	86
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1904750	negative regulation of protein localization to nucleolus	negative regulation of protein localization to nucleolus	positive regulation of protein localization to plasma membrane	0.0	1	1	2	0.65625	0.65625	0.9554247339157194	87
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:2000757	negative regulation of peptidyl-lysine acetylation	negative regulation of peptidyl-lysine acetylation	protein phosphorylation	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	88
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0002218	activation of innate immune response	activation of innate immune response	innate immune response	1.0	1	1	1	0.65625	0.65625	0.9554247339157194	89
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032092	positive regulation of protein binding	positive regulation of protein binding	regulation of GTPase activity	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	90
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0043524	negative regulation of neuron apoptotic process	negative regulation of neuron apoptotic process	negative regulation of apoptotic process	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	91
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0097242	amyloid-beta clearance	amyloid-beta clearance	sensory perception of sound	0.0	1	1	1	0.65625	0.65625	0.9554247339157194	92
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006465	signal peptide processing	signal peptide processing	protein phosphorylation	13.0	1	1	3	0.65625	0.65625	0.9554247339157194	93
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006886	intracellular protein transport	intracellular protein transport	intracellular protein transport	121.0	4	6	7	0.6644445739109132	0.6644445739109132	0.9554247339157194	94
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007399	nervous system development	nervous system development	nervous system development	112.0	9	14	10	0.6742453278754907	0.6742453278754907	0.9554247339157194	95
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007005	mitochondrion organization	mitochondrion organization	microtubule cytoskeleton organization	38.0	2	3	5	0.7301747311827957	0.7301747311827957	0.9554247339157194	96
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0032940	secretion by cell	secretion by cell	G1/S transition of mitotic cell cycle	0.0	2	3	3	0.7301747311827957	0.7301747311827957	0.9554247339157194	97
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0043087	regulation of GTPase activity	regulation of GTPase activity	regulation of GTPase activity	19.0	2	3	2	0.7301747311827957	0.7301747311827957	0.9554247339157194	98
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0008285	negative regulation of cell population proliferation	negative regulation of cell population proliferation	cell projection organization	7.0	2	3	3	0.7301747311827957	0.7301747311827957	0.9554247339157194	99
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:1901653	cellular response to peptide	cellular response to peptide	response to salt	0.0	2	3	3	0.7301747311827957	0.7301747311827957	0.9554247339157194	100
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0001701	in utero embryonic development	in utero embryonic development	nervous system development	0.0	2	3	3	0.7301747311827957	0.7301747311827957	0.9554247339157194	101
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0030162	regulation of proteolysis	regulation of proteolysis	translation	8.0	2	3	9	0.7301747311827957	0.7301747311827957	0.9554247339157194	102
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006357	regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II	643.0	5	8	6	0.7305101409848636	0.7305101409848636	0.9554247339157194	103
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0071702	organic substance transport	organic substance transport	carbohydrate transport	6.0	8	13	9	0.7531126567201858	0.7531126567201858	0.9554247339157194	104
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0048729	tissue morphogenesis	tissue morphogenesis	tissue morphogenesis	2.0	3	5	4	0.7823462013044244	0.7823462013044244	0.9554247339157194	105
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0010942	positive regulation of cell death	positive regulation of cell death	negative regulation of apoptotic process	0.0	3	5	3	0.7823462013044244	0.7823462013044244	0.9554247339157194	106
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0055085	transmembrane transport	transmembrane transport	transmembrane transport	462.0	3	5	4	0.7823462013044244	0.7823462013044244	0.9554247339157194	107
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0060548	negative regulation of cell death	negative regulation of cell death	negative regulation of apoptotic process	2.0	4	7	5	0.8230019348883939	0.8230019348883939	0.9554247339157194	108
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0009617	response to bacterium	response to bacterium	response to bacterium	0.0	4	7	6	0.8230019348883939	0.8230019348883939	0.9554247339157194	109
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0030154	cell differentiation	cell differentiation	cell differentiation	305.0	10	17	11	0.8382965253716713	0.8382965253716713	0.9554247339157194	110
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0030178	negative regulation of Wnt signaling pathway	negative regulation of Wnt signaling pathway	signal transduction	8.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	111
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0045056	transcytosis	transcytosis	vesicle-mediated transport	1.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	112
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0008015	blood circulation	blood circulation	sensory perception of sound	0.0	1	2	2	0.8854166666666666	0.8854166666666666	0.9554247339157194	113
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0043252	sodium-independent organic anion transport	sodium-independent organic anion transport	transmembrane transport	6.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	114
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006511	ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	protein ubiquitination	118.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	115
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0009100	glycoprotein metabolic process	glycoprotein metabolic process	proteasome-mediated ubiquitin-dependent protein catabolic process	4.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	116
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	proteasome-mediated ubiquitin-dependent protein catabolic process	proteasome-mediated ubiquitin-dependent protein catabolic process	75.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	117
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0008283	cell population proliferation	cell population proliferation	chemical synaptic transmission	1.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	118
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0001505	regulation of neurotransmitter levels	regulation of neurotransmitter levels	regulation of cell shape	2.0	1	2	3	0.8854166666666666	0.8854166666666666	0.9554247339157194	119
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0050729	positive regulation of inflammatory response	positive regulation of inflammatory response	signal transduction	0.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	120
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0035909	aorta morphogenesis	aorta morphogenesis	nervous system development	0.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	121
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0008360	regulation of cell shape	regulation of cell shape	regulation of cell shape	14.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	122
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0045087	innate immune response	innate immune response	innate immune response	321.0	1	2	1	0.8854166666666666	0.8854166666666666	0.9554247339157194	123
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0043065	positive regulation of apoptotic process	positive regulation of apoptotic process	positive regulation of apoptotic process	23.0	2	4	2	0.886689141547682	0.886689141547682	0.9554247339157194	124
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0042742	defense response to bacterium	defense response to bacterium	defense response to bacterium	15.0	2	4	3	0.886689141547682	0.886689141547682	0.9554247339157194	125
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0051222	positive regulation of protein transport	positive regulation of protein transport	carbohydrate transport	1.0	2	4	3	0.886689141547682	0.886689141547682	0.9554247339157194	126
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0006979	response to oxidative stress	response to oxidative stress	response to oxidative stress	75.0	2	4	3	0.886689141547682	0.886689141547682	0.9554247339157194	127
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0043066	negative regulation of apoptotic process	negative regulation of apoptotic process	negative regulation of apoptotic process	38.0	2	4	2	0.886689141547682	0.886689141547682	0.9554247339157194	128
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007346	regulation of mitotic cell cycle	regulation of mitotic cell cycle	positive regulation of MAPK cascade	8.0	2	4	3	0.886689141547682	0.886689141547682	0.9554247339157194	129
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0010468	regulation of gene expression	regulation of gene expression	regulation of gene expression	103.0	10	18	11	0.9108741019811041	0.9108741019811041	0.973934616733642	130
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0010629	negative regulation of gene expression	negative regulation of gene expression	negative regulation of gene expression	66.0	2	5	4	0.9562511017098537	0.9562511017098537	0.9770965779766109	131
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0000226	microtubule cytoskeleton organization	microtubule cytoskeleton organization	cell differentiation	48.0	1	3	2	0.9630376344086021	0.9630376344086021	0.9770965779766109	132
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0001934	positive regulation of protein phosphorylation	positive regulation of protein phosphorylation	negative regulation of gene expression	20.0	1	3	1	0.9630376344086021	0.9630376344086021	0.9770965779766109	133
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0072657	protein localization to membrane	protein localization to membrane	positive regulation of protein localization to plasma membrane	3.0	1	3	2	0.9630376344086021	0.9630376344086021	0.9770965779766109	134
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0000398	mRNA splicing, via spliceosome	mRNA splicing, via spliceosome	mRNA splicing, via spliceosome	122.0	1	3	1	0.9630376344086021	0.9630376344086021	0.9770965779766109	135
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0030111	regulation of Wnt signaling pathway	regulation of Wnt signaling pathway	signal transduction	2.0	1	3	1	0.9630376344086021	0.9630376344086021	0.9770965779766109	136
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0015908	fatty acid transport	fatty acid transport	carbohydrate transport	5.0	1	3	2	0.9630376344086021	0.9630376344086021	0.9770965779766109	137
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0007165	signal transduction	signal transduction	signal transduction	543.0	6	13	9	0.9744419224303775	0.9744419224303775	0.9815030957813223	138
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intergenic	GO:0001501	skeletal system development	skeletal system development	nervous system development	0.0	1	4	1	0.9884871320289089	0.9884871320289089	0.9884871320289088	139
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0042742	defense response to bacterium	defense response to bacterium	defense response to bacterium	15.0	4	4	4	0.19423144720606378	0.19423144720606378	0.9906277542746342	1
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0030030	cell projection organization	cell projection organization	cell projection organization	31.0	4	4	4	0.19423144720606378	0.19423144720606378	0.9906277542746342	2
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007346	regulation of mitotic cell cycle	regulation of mitotic cell cycle	positive regulation of MAPK cascade	8.0	4	4	4	0.19423144720606378	0.19423144720606378	0.9906277542746342	3
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0043087	regulation of GTPase activity	regulation of GTPase activity	regulation of GTPase activity	19.0	3	3	4	0.2962029569892473	0.2962029569892473	0.9906277542746342	4
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0000226	microtubule cytoskeleton organization	microtubule cytoskeleton organization	cell differentiation	48.0	3	3	3	0.2962029569892473	0.2962029569892473	0.9906277542746342	5
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0072657	protein localization to membrane	protein localization to membrane	positive regulation of protein localization to plasma membrane	3.0	3	3	4	0.2962029569892473	0.2962029569892473	0.9906277542746342	6
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0000398	mRNA splicing, via spliceosome	mRNA splicing, via spliceosome	mRNA splicing, via spliceosome	122.0	3	3	3	0.2962029569892473	0.2962029569892473	0.9906277542746342	7
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0030162	regulation of proteolysis	regulation of proteolysis	translation	8.0	3	3	13	0.2962029569892473	0.2962029569892473	0.9906277542746342	8
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0030178	negative regulation of Wnt signaling pathway	negative regulation of Wnt signaling pathway	signal transduction	8.0	2	2	3	0.44791666666666674	0.44791666666666674	0.9906277542746342	9
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006412	translation	translation	translation	238.0	2	2	2	0.44791666666666674	0.44791666666666674	0.9906277542746342	10
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006909	phagocytosis	phagocytosis	vesicle-mediated transport	10.0	2	2	3	0.44791666666666674	0.44791666666666674	0.9906277542746342	11
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0008283	cell population proliferation	cell population proliferation	chemical synaptic transmission	1.0	2	2	3	0.44791666666666674	0.44791666666666674	0.9906277542746342	12
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0019882	antigen processing and presentation	antigen processing and presentation	chemical synaptic transmission	0.0	2	2	3	0.44791666666666674	0.44791666666666674	0.9906277542746342	13
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	34.0	2	2	12	0.44791666666666674	0.44791666666666674	0.9906277542746342	14
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006898	receptor-mediated endocytosis	receptor-mediated endocytosis	vesicle-mediated transport	22.0	2	2	3	0.44791666666666674	0.44791666666666674	0.9906277542746342	15
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0008360	regulation of cell shape	regulation of cell shape	regulation of cell shape	14.0	2	2	3	0.44791666666666674	0.44791666666666674	0.9906277542746342	16
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0010942	positive regulation of cell death	positive regulation of cell death	negative regulation of apoptotic process	0.0	4	5	4	0.4661554732945533	0.4661554732945533	0.9906277542746342	17
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0010629	negative regulation of gene expression	negative regulation of gene expression	negative regulation of gene expression	66.0	4	5	4	0.4661554732945533	0.4661554732945533	0.9906277542746342	18
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0009617	response to bacterium	response to bacterium	response to bacterium	0.0	5	7	5	0.5833641052292469	0.5833641052292469	0.9906277542746342	19
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0043065	positive regulation of apoptotic process	positive regulation of apoptotic process	positive regulation of apoptotic process	23.0	3	4	2	0.6021174863387979	0.6021174863387979	0.9906277542746342	20
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0006979	response to oxidative stress	response to oxidative stress	response to oxidative stress	75.0	3	4	3	0.6021174863387979	0.6021174863387979	0.9906277542746342	21
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032956	regulation of actin cytoskeleton organization	regulation of actin cytoskeleton organization	cell projection organization	18.0	3	4	5	0.6021174863387979	0.6021174863387979	0.9906277542746342	22
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007155	cell adhesion	cell adhesion	chemical synaptic transmission	59.0	3	4	3	0.6021174863387979	0.6021174863387979	0.9906277542746342	23
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0031623	receptor internalization	receptor internalization	vesicle-mediated transport	1.0	1	1	2	0.671875	0.671875	0.9906277542746342	24
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0014912	negative regulation of smooth muscle cell migration	negative regulation of smooth muscle cell migration	negative regulation of smooth muscle cell migration	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	25
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0016267	O-glycan processing, core 1	O-glycan processing, core 1	O-glycan processing, core 1	10.0	1	1	1	0.671875	0.671875	0.9906277542746342	26
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0000389	mRNA 3'-splice site recognition	mRNA 3'-splice site recognition	mRNA splicing, via spliceosome	3.0	1	1	1	0.671875	0.671875	0.9906277542746342	27
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0030595	leukocyte chemotaxis	leukocyte chemotaxis	leukocyte chemotaxis	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	28
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0002265	astrocyte activation involved in immune response	astrocyte activation involved in immune response	cell differentiation	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	29
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0000350	generation of catalytic spliceosome for second transesterification step	generation of catalytic spliceosome for second transesterification step	mRNA splicing, via spliceosome	3.0	1	1	1	0.671875	0.671875	0.9906277542746342	30
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0045332	phospholipid translocation	phospholipid translocation	transmembrane transport	8.0	1	1	1	0.671875	0.671875	0.9906277542746342	31
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1903078	positive regulation of protein localization to plasma membrane	positive regulation of protein localization to plasma membrane	positive regulation of protein localization to plasma membrane	4.0	1	1	2	0.671875	0.671875	0.9906277542746342	32
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0051402	neuron apoptotic process	neuron apoptotic process	negative regulation of apoptotic process	3.0	1	1	1	0.671875	0.671875	0.9906277542746342	33
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1902018	negative regulation of cilium assembly	negative regulation of cilium assembly	cell projection organization	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	34
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0003279	cardiac septum development	cardiac septum development	nervous system development	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	35
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0001525	angiogenesis	angiogenesis	nervous system development	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	36
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0016226	iron-sulfur cluster assembly	iron-sulfur cluster assembly	tricarboxylic acid cycle	27.0	1	1	1	0.671875	0.671875	0.9906277542746342	37
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0042908	xenobiotic transport	xenobiotic transport	transmembrane transport	8.0	1	1	1	0.671875	0.671875	0.9906277542746342	38
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0060576	intestinal epithelial cell development	intestinal epithelial cell development	angiogenesis	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	39
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0034775	glutathione transmembrane transport	glutathione transmembrane transport	transmembrane transport	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	40
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007033	vacuole organization	vacuole organization	microtubule cytoskeleton organization	4.0	1	1	2	0.671875	0.671875	0.9906277542746342	41
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0045807	positive regulation of endocytosis	positive regulation of endocytosis	vesicle-mediated transport	6.0	1	1	2	0.671875	0.671875	0.9906277542746342	42
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1905167	positive regulation of lysosomal protein catabolic process	positive regulation of lysosomal protein catabolic process	protein phosphorylation	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	43
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0060976	coronary vasculature development	coronary vasculature development	nervous system development	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	44
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0090382	phagosome maturation	phagosome maturation	microtubule cytoskeleton organization	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	45
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0015721	bile acid and bile salt transport	bile acid and bile salt transport	sodium ion transport	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	46
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0048668	collateral sprouting	collateral sprouting	positive regulation of axon extension involved in regeneration	4.0	1	1	1	0.671875	0.671875	0.9906277542746342	47
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1904211	membrane protein proteolysis involved in retrograde protein transport, ER to cytosol	membrane protein proteolysis involved in retrograde protein transport, ER to cytosol	intracellular protein transport	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	48
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0009101	glycoprotein biosynthetic process	glycoprotein biosynthetic process	proteasome-mediated ubiquitin-dependent protein catabolic process	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	49
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0009303	rRNA transcription	rRNA transcription	regulation of transcription by RNA polymerase II	1.0	1	1	5	0.671875	0.671875	0.9906277542746342	50
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0007089	traversing start control point of mitotic cell cycle	traversing start control point of mitotic cell cycle	positive regulation of MAPK cascade	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	51
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0016485	protein processing	protein processing	proteasome-mediated ubiquitin-dependent protein catabolic process	45.0	1	1	1	0.671875	0.671875	0.9906277542746342	52
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:1900223	positive regulation of amyloid-beta clearance	positive regulation of amyloid-beta clearance	sensory perception of sound	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	53
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0010977	negative regulation of neuron projection development	negative regulation of neuron projection development	positive regulation of axon extension involved in regeneration	1.0	1	1	2	0.671875	0.671875	0.9906277542746342	54
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0048546	digestive tract morphogenesis	digestive tract morphogenesis	nervous system development	4.0	1	1	1	0.671875	0.671875	0.9906277542746342	55
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0044242	cellular lipid catabolic process	cellular lipid catabolic process	protein phosphorylation	0.0	1	1	1	0.671875	0.671875	0.9906277542746342	56
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0043410	positive regulation of MAPK cascade	positive regulation of MAPK cascade	positive regulation of MAPK cascade	12.0	1	1	2	0.671875	0.671875	0.9906277542746342	57
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0018095	protein polyglutamylation	protein polyglutamylation	cell differentiation	9.0	1	1	2	0.671875	0.671875	0.9906277542746342	58
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0043277	apoptotic cell clearance	apoptotic cell clearance	vesicle-mediated transport	9.0	1	1	2	0.671875	0.671875	0.9906277542746342	59
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0033619	membrane protein proteolysis	membrane protein proteolysis	protein phosphorylation	4.0	1	1	1	0.671875	0.671875	0.9906277542746342	60
CONTRAST_C:-logFC	110 hpf	pH 8.0	Intragenic	GO:0032429	regulation of phospholipase A2 activity	regulation of phospholipase A2 activity	regulation of GTPase activity	0.0	1	1	2	0.671875	0.671875	0.9906277542746342	61
